,year_state,year,state_id,total_non_renew_gen,total_renew_gen,total_generation,PercentageRenewable,PercentageNonRenewable
438,2018_NH,2018,NH,13867501.776,3195533.59,17063035.366,18.727814374501367,81.27218562549864
439,2018_NJ,2018,NJ,72637201.185,2338349.229,74975550.414,3.118815688698653,96.88118431130135
440,2018_NM,2018,NM,24913047.716,7621795.755,32534843.470999997,23.426563468159003,76.573436531841
441,2018_NV,2018,NV,29212684.462,10394984.19,39607668.652,26.244877680966717,73.75512231903329
442,2018_NY,2018,NY,95997980.963,36502600.428,132500581.391,27.549011517378453,72.45098848262155
443,2018_OH,2018,OH,123364540.953,2820069.164,126184610.117,2.234875680469429,97.76512431953057
444,2018_OK,2018,OK,56591303.265,29632417.314,86223720.579,34.366897084718296,65.63310291528171
445,2018_OR,2018,OR,19207750.334,44710081.594,63917831.927999996,69.94930873807407,30.050691261925934
446,2018_PA,2018,PA,205117825.396,10268004.703,215385830.099,4.767261011683272,95.23273898831673
447,2018_RI,2018,RI,7970170.318,402603.12,8372773.438,4.808479806377868,95.19152019362213
448,2018_SC,2018,SC,94238886.233,5083837.246,99322723.479,5.118503669580593,94.8814963304194
449,2018_SD,2018,SD,3513451.7029999997,9102944.0,12616395.703,72.15170017087725,27.84829982912276
450,2018_TN,2018,TN,70675086.97,10863930.667,81539017.637,13.323597685913583,86.67640231408642
451,2018_TX,2018,TX,395229517.53,81605420.063,476834937.59299994,17.113976688648997,82.88602331135101
452,2018_UT,2018,UT,34904869.346,4470555.0,39375424.346,11.353668117240613,88.64633188275938
453,2018_VA,2018,VA,88678494.713,5880465.621,94558960.334,6.218834894365474,93.78116510563453
454,2018_VT,2018,VT,4632.243,2170374.232,2175006.4749999996,99.78702394437701,0.21297605562300687
455,2018_WA,2018,WA,26069872.848,90676991.183,116746864.031,77.6697446527749,22.330255347225105
456,2018_WI,2018,WI,60288325.757,5513775.806,65802101.563,8.379330864867624,91.62066913513237
457,2018_WV,2018,WV,63631398.482,3617627.0,67249025.482,5.379448957172325,94.62055104282769
458,2018_WY,2018,WY,41078452.268,5033683.71,46112135.978,10.91617988028479,89.08382011971521
459,2019_AK,2019,AK,4264738.123,1803504.063,6068242.186,29.7203705409262,70.2796294590738
460,2019_AL,2019,AL,127531820.485,15147612.174,142679432.659,10.616535187802704,89.38346481219729
461,2019_AR,2019,AR,58129773.632,5727965.132,63857738.764,8.969884062398336,91.03011593760166
462,2019_AZ,2019,AZ,101099801.636,12268826.51,113368628.14600001,10.822064896295458,89.17793510370454
463,2019_CA,2019,CA,104363268.354,97384559.437,201747827.791,48.27043765640204,51.729562343597955
464,2019_CO,2019,CO,42485115.302999996,13851757.755,56336873.058,24.587374135478417,75.41262586452157
465,2019_CT,2019,CT,38141740.617,1908297.413,40050038.03,4.764783023603036,95.23521697639696
466,2019_DC,2019,DC,110123.04000000001,63957.0,174080.04,36.73999615349353,63.26000384650647
467,2019_DE,2019,DE,5138071.972,120466.01,5258537.982,2.290865073378869,97.70913492662113
468,2019_FL,2019,FL,234827314.223,10122607.196,244949921.419,4.132521103644176,95.86747889635582
469,2019_GA,2019,GA,117701120.316,10893996.182,128595116.498,8.471547348510262,91.52845265148974
470,2019_HI,2019,HI,8342444.9290000005,1407553.163,9749998.092,14.436445522537236,85.56355447746277
471,2019_IA,2019,IA,35317268.953,27332293.786,62649562.739,43.62726983405642,56.37273016594357
472,2019_ID,2019,ID,4353579.08,14030774.832,18384353.912,76.31910753655427,23.68089246344574
473,2019_IL,2019,IL,169235636.52,15057343.779,184292980.29900002,8.170329523441811,91.82967047655818
474,2019_IN,2019,IN,94846554.232,7281213.127,102127767.359,7.129513662435258,92.87048633756474
475,2019_KS,2019,KS,29669933.963,21218057.74,50887991.702999994,41.69560839389371,58.3043916061063
476,2019_KY,2019,KY,67153657.292,4650596.473,71804253.765,6.47677014821491,93.52322985178509
477,2019_LA,2019,LA,95877318.602,3592643.347,99469961.949,3.6117871934464114,96.38821280655358
478,2019_MA,2019,MA,17685663.947,3827556.455,21513220.402000003,17.791648035382774,82.20835196461721
479,2019_MD,2019,MD,35404756.251,3920839.048,39325595.299,9.970196301388734,90.02980369861126
480,2019_ME,2019,ME,2144074.346,8346487.664,10490562.01,79.56187338718186,20.438126612818145
481,2019_MI,2019,MI,107397847.46,9291376.046,116689223.506,7.962497107131964,92.03750289286803
482,2019_MN,2019,MN,44664978.35,14714044.866,59379023.216000006,24.77987017818646,75.22012982181353
483,2019_MO,2019,MO,71592293.095,5630565.09,77222858.185,7.291319205656775,92.70868079434322
484,2019_MS,2019,MS,64241061.913,1717697.786,65958759.699,2.6041996451095213,97.39580035489048
485,2019_MT,2019,MT,15369666.665,12427412.0,27797078.665,44.70761891841414,55.29238108158586
486,2019_NC,2019,NC,114362804.554,16641801.971,131004606.525,12.7032189267514,87.2967810732486
487,2019_ND,2019,ND,26754821.895999998,14392501.61,41147323.506,34.977977626907666,65.02202237309233
488,2019_NE,2019,NE,28630046.725,8667568.704,37297615.429000005,23.238935262495914,76.76106473750407
489,2019_NH,2019,NH,14862544.722,3164050.103,18026594.825,17.55212303663679,82.44787696336321
490,2019_NJ,2019,NJ,68534233.874,2453941.082,70988174.956,3.456830779944696,96.5431692200553
491,2019_NM,2019,NM,26677658.052,8496851.828,35174509.88,24.156276397276127,75.84372360272387
492,2019_NV,2019,NV,28544286.561,11345373.21,39889659.771,28.44189014178594,71.55810985821407
493,2019_NY,2019,NY,93371666.595,38196355.48,131568022.07499999,29.031640726670094,70.96835927332991
494,2019_OH,2019,OH,116141524.911,3266270.231,119407795.142,2.7353911251068195,97.26460887489317
495,2019_OK,2019,OK,52032341.698,33184159.47,85216501.168,38.94100205379134,61.05899794620866
496,2019_OR,2019,OR,23507590.931,38750787.005,62258377.936000004,62.241883405370444,37.758116594629556
497,2019_PA,2019,PA,219879971.565,9114235.304,228994206.869,3.9801161036418495,96.01988389635815
499,2019_RI,2019,RI,7152058.638,472179.49,7624238.1280000005,6.193136705239068,93.80686329476093
500,2019_SC,2019,SC,94924287.034,5069878.298,99994165.33199999,5.070174125827265,94.92982587417275
501,2019_SD,2019,SD,3800333.708,10706313.0,14506646.708,73.80281063917946,26.197189360820545
502,2019_TN,2019,TN,71435526.946,10796805.709,82232332.655,13.12963570460447,86.87036429539552
503,2019_TX,2019,TX,392247463.286,90832358.092,483079821.378,18.80276386475798,81.19723613524201
504,2019_UT,2019,UT,34855764.656,4249998.49,39105763.146000005,10.867959472195386,89.1320405278046
505,2019_VA,2019,VA,91158740.295,5668898.995,96827639.29,5.854628943313981,94.14537105668602
506,2019_VT,2019,VT,1912.685,2287885.317,2289798.002,99.91646926941462,0.08353073058537851
507,2019_WA,2019,WA,32106951.291,74356656.934,106463608.225,69.84232281218084,30.157677187819175
508,2019_WI,2019,WI,56117551.394999996,5903788.537,62021339.932,9.518963220518769,90.48103677948123
509,2019_WV,2019,WV,60588529.885,3337109.0,63925638.885,5.2202982374620355,94.77970176253795
510,2019_WY,2019,WY,36810273.706,5335383.0,42145656.706,12.659389880239868,87.34061011976013
511,2020_AK,2020,AK,4342032.78,1814014.658,6156047.438,29.467197520319043,70.53280247968095
512,2020_AL,2020,AL,119834630.939,17007401.831,136842032.76999998,12.428492537512605,87.5715074624874
513,2020_AR,2020,AR,48839977.776,5801280.926,54641258.702,10.61703383818217,89.38296616181783
514,2020_AZ,2020,AZ,96114769.384,13190287.53,109305056.914,12.06740831796828,87.93259168203171
515,2020_CA,2020,CA,110674672.973,82279481.658,192954154.631,42.6419849913825,57.3580150086175
516,2020_CO,2020,CO,37218613.603,16573573.149,53792186.752000004,30.810372564717852,69.18962743528215
517,2020_CT,2020,CT,39265173.151,1925399.351,41190572.502000004,4.67436899767905,95.32563100232095
518,2020_DC,2020,DC,106973.53,67547.09,174520.62,38.70436055063293,61.295639449367066
519,2020_DE,2020,DE,5073978.021,131394.0,5205372.021,2.5241999893555738,97.47580001064443
520,2020_FL,2020,FL,238451609.071,12328825.453,250780434.52400002,4.916183144989373,95.08381685501062
521,2020_GA,2020,GA,105671812.636,13921562.969,119593375.605,11.640747573662402,88.3592524263376
522,2020_HI,2020,HI,7439241.487,1629998.899,9069240.386,17.97282715668443,82.02717284331557
523,2020_IA,2020,IA,24199572.149,35437099.337,59636671.486,59.42165861037202,40.57834138962797
524,2020_ID,2020,ID,4229986.388,13444585.196,17674571.584,76.06738942499055,23.93261057500946
525,2020_IL,2020,IL,156507019.248,16830687.002,173337706.25,9.709766770379193,90.29023322962081
526,2020_IN,2020,IN,82684282.248,7388006.492,90072288.74,8.202307941042779,91.79769205895722
527,2020_KS,2020,KS,30424312.396,24117519.0,54541831.396,44.21838868023184,55.78161131976817
528,2020_KY,2020,KY,58118197.532000005,5395636.12,63513833.652,8.495214049845181,91.50478595015483
529,2020_LA,2020,LA,97195892.164,3358812.275,100554704.43900001,3.340283573741269,96.65971642625873
530,2020_MA,2020,MA,14202264.683,3992900.334,18195165.017,21.944842656108786,78.05515734389121
531,2020_MD,2020,MD,32578880.633,3419451.863,35998332.496,9.498917382853655,90.50108261714635
532,2020_ME,2020,ME,2237748.606,7764121.54,10001870.146,77.62669807411035,22.373301925889653
533,2020_MI,2020,MI,96709974.113,9914747.028,106624721.141,9.298731965628109,90.70126803437189
534,2020_MN,2020,MN,40636377.749,15864248.44,56500626.188999996,28.07800463473196,71.92199536526805
535,2020_MO,2020,MO,66442664.038,5428458.201,71871122.23900001,7.55304499482869,92.4469550051713
536,2020_MS,2020,MS,64651956.597,1847331.732,66499288.329,2.777972183492358,97.22202781650763
537,2020_MT,2020,MT,9481171.029000001,13872119.0,23353290.029,59.40113355665806,40.59886644334195
538,2020_NC,2020,NC,105124841.7,19209423.476,124334265.176,15.449822660558063,84.55017733944194
539,2020_ND,2020,ND,26091656.078,16084768.0,42176424.078,38.1368699495558,61.863130050444205
540,2020_NE,2020,NE,26107499.427,10648739.894,36756239.321,28.971244313114582,71.02875568688542
541,2020_NH,2020,NH,13673378.309,2667594.702,16340973.011,16.324576879261084,83.67542312073891
542,2020_NJ,2020,NJ,58578058.0,2528400.278,61106458.278,4.137697306064117,95.86230269393589
543,2020_NM,2020,NM,24755708.642,9250129.906,34005838.548,27.20159331740411,72.79840668259588
544,2020_NV,2020,NV,28728879.136,11606341.0,40335220.136,28.774705978711406,71.22529402128859
545,2020_NY,2020,NY,91870655.373,37541300.25,129411955.623,29.009143760538226,70.99085623946178
546,2020_OH,2020,OH,117491996.397,3500736.807,120992733.204,2.8933446780622574,97.10665532193774
547,2020_OK,2020,OK,49722083.466,32575748.141,82297831.607,39.58275388902131,60.417246110978695
548,2020_OR,2020,OR,20652012.104,42972769.83,63624781.934,67.540930630736,32.45906936926398
549,2020_PA,2020,PA,221360617.648,8774335.29,230134952.938,3.812691283085481,96.18730871691452
551,2020_RI,2020,RI,8276843.859,616896.8,8893740.659,6.936302998398461,93.06369700160154
552,2020_SC,2020,SC,91547962.82699999,6980834.306,98528797.13299999,7.085070059849465,92.91492994015054
553,2020_SD,2020,SD,2758068.752,11388457.536,14146526.288,80.5035618225262,19.496438177473806
554,2020_TN,2020,TN,66730539.426,13835470.672,80566010.098,17.172838341095233,82.82716165890476
555,2020_TX,2020,TX,369966927.526,103399309.185,473366236.711,21.843406049284297,78.1565939507157
556,2020_UT,2020,UT,32442621.384999998,4644687.47,37087308.855,12.523657319433187,87.47634268056682
557,2020_VA,2020,VA,96500537.882,6299318.831,102799856.713,6.127750594620617,93.87224940537938
558,2020_VT,2020,VT,1231.016,2153687.046,2154918.062,99.942874115647,0.05712588435299867
559,2020_WA,2020,WA,28922609.346,87156564.796,116079174.142,75.08372233022705,24.91627766977295
560,2020_WI,2020,WI,55655306.288,5785231.023,61440537.311000004,9.41598377259673,90.58401622740327
561,2020_WV,2020,WV,53165247.862,3496285.0,56661532.862,6.1704737295322625,93.82952627046774
562,2020_WY,2020,WY,35246992.528,6763997.0,42010989.528,16.10054196769597,83.89945803230403
563,2021_AK,2021,AK,4736635.105,1859182.956,6595818.061000001,28.187298964370267,71.81270103562973
564,2021_AL,2021,AL,127405811.156,15326049.284,142731860.44,10.737651171052024,89.26234882894798
565,2021_AR,2021,AR,55666798.131,5433269.943,61100068.074,8.892412257903896,91.1075877420961
566,2021_AZ,2021,AZ,93915910.986,14585061.78,108500972.766,13.442332735076079,86.55766726492392
567,2021_CA,2021,CA,116032944.173,80910815.29,196943759.463,41.08320848074437,58.91679151925563
568,2021_CO,2021,CO,38250933.994,18581640.372,56832574.366000004,32.69540501954886,67.30459498045114
569,2021_CT,2021,CT,42567139.073,1512803.587,44079942.66,3.431954525596019,96.56804547440399
570,2021_DC,2021,DC,110489.478,73990.042,184479.52000000002,40.107455830327396,59.892544169672604
571,2021_DE,2021,DE,4169503.0,135623.0,4305126.0,3.150267843496334,96.84973215650366
572,2021_FL,2021,FL,232671650.668,13513614.011,246185264.67900002,5.489205062139015,94.510794937861
573,2021_GA,2021,GA,109959176.752,14240598.998,124199775.75,11.465881409210194,88.53411859078982
574,2021_HI,2021,HI,7435706.052999999,1744884.444,9180590.497,19.00623325449694,80.99376674550307
575,2021_IA,2021,IA,28702252.616,38496472.796,67198725.412,57.28750442806092,42.71249557193908
576,2021_ID,2021,ID,5013632.421,11820767.766,16834400.187,70.21793253512134,29.782067464878665
577,2021_IL,2021,IL,161170791.345,20125654.51,181296445.855,11.100964729389345,88.89903527061065
578,2021_IN,2021,IN,84918967.464,9207699.264,94126666.728,9.78224299667139,90.21775700332861
579,2021_KS,2021,KS,30787288.919,25785771.0,56573059.919,45.5795939567693,54.4204060432307
580,2021_KY,2021,KY,64571229.175,5333584.91,69904814.085,7.629781982560867,92.37021801743914
581,2021_LA,2021,LA,94213789.032,2954006.957,97167795.98900001,3.040109047378631,96.95989095262136
582,2021_MA,2021,MA,16015137.413,3414278.97,19429416.383,17.572730455184253,82.42726954481574
583,2021_MD,2021,MD,34525253.427,3641464.772,38166718.199,9.54094285239177,90.45905714760822
584,2021_ME,2021,ME,3692709.17,7208236.707,10900945.877,66.12487382593763,33.87512617406237
585,2021_MI,2021,MI,104359033.399,10940056.174,115299089.573,9.488415055587632,90.51158494441238
586,2021_MN,2021,MN,43070647.832,16087056.566,59157704.398,27.193510515164395,72.8064894848356
587,2021_MO,2021,MO,68468366.076,8473044.012,76941410.088,11.012332633765286,88.98766736623472
588,2021_MS,2021,MS,65932017.323,1791479.768,67723497.091,2.6452853809258996,97.35471461907409
589,2021_MT,2021,MT,12151186.208,12796737.0,24947923.208,51.293796655172066,48.706203344827934
590,2021_NC,2021,NC,111415460.664,18314835.595,129730296.259,14.117624119531303,85.8823758804687
591,2021_ND,2021,ND,26106346.971,16926020.0,43032366.971,39.33323029013634,60.66676970986366
592,2021_NE,2021,NE,27042706.633,10868191.264,37910897.897,28.66772317956635,71.33227682043366
593,2021_NH,2021,NH,14731620.305,2461609.287,17193229.592,14.31731760358383,85.68268239641617
594,2021_NJ,2021,NJ,59430301.722,1991496.641,61421798.363000005,3.242328772645741,96.75767122735425
595,2021_NM,2021,NM,22547036.688,12526319.987,35073356.675,35.714631203031274,64.28536879696874
596,2021_NV,2021,NV,28917763.006,12805557.0,41723320.006,30.691606032689883,69.30839396731012
597,2021_NY,2021,NY,88267650.051,35502058.872,123769708.92300001,28.683964098264664,71.31603590173533
598,2021_OH,2021,OH,121140402.888,4468789.131,125609192.019,3.557692760513927,96.44230723948608
599,2021_OK,2021,OK,45140133.193,35614452.871,80754586.06400001,44.10208089330637,55.897919106693614
600,2021_OR,2021,OR,21332513.851,39684360.308,61016874.158999994,65.03833710751725,34.96166289248276
601,2021_PA,2021,PA,233391972.489,7887635.37,241279607.859,3.2690849591439197,96.73091504085608
603,2021_RI,2021,RI,8648200.953,666360.38,9314561.333,7.153964166183455,92.84603583381653
604,2021_SC,2021,SC,92105905.689,6008041.466,98113947.155,6.123534563856167,93.87646543614383
605,2021_SD,2021,SD,2988436.907,14333972.098,17322409.005,82.74814486751,17.251855132489986
606,2021_TN,2021,TN,67696566.399,11360643.116,79057209.515,14.37015445611507,85.62984554388493
607,2021_TX,2021,TX,364039499.683,116574868.689,480614368.37200004,24.255385681430557,75.74461431856945
608,2021_UT,2021,UT,37261834.838,5298537.82,42560372.658,12.449462937219003,87.550537062781
609,2021_VA,2021,VA,85940749.052,7162520.327,93103269.37900001,7.6930921704190425,92.30690782958095
610,2021_VT,2021,VT,7120.896,2100581.965,2107702.861,99.66214896170793,0.33785103829206214
611,2021_WA,2021,WA,28568315.122,82240085.492,110808400.614,74.21827680600008,25.781723193999934
612,2021_WI,2021,WI,59065729.824,5176813.176,64242543.0,8.058232028579566,91.94176797142045
613,2021_WV,2021,WV,62497197.119,3338866.0,65836063.119,5.071484900251299,94.9285150997487
614,2021_WY,2021,WY,34043367.124,9417377.0,43460744.124,21.668697096236585,78.33130290376342
615,2022_AK,2022,AK,4800590.589,1893537.788,6694128.376999999,28.286547274861146,71.71345272513886
616,2022_AL,2022,AL,130515964.313,14272928.72,144788893.033,9.857751116825614,90.14224888317439
617,2022_AR,2022,AR,60791215.994,5113814.207,65905030.201000005,7.759368581432509,92.24063141856749
618,2022_AZ,2022,AZ,90466503.488,14232269.47,104698772.958,13.593539893451556,86.40646010654845
619,2022_CA,2022,CA,115972623.653,87283761.7,203256385.353,42.942691098443134,57.057308901556866
620,2022_CO,2022,CO,37214680.674,20797574.161,58012254.835,35.85031166285988,64.14968833714012
621,2022_CT,2022,CT,41514976.787,1246392.747,42761369.534,2.9147633964552524,97.08523660354474
622,2022_DC,2022,DC,80289.94900000001,79946.99100000001,160236.94,49.89298410216771,50.1070158978323
623,2022_DE,2022,DE,5161142.019,147228.0,5308370.019,2.7735067350812717,97.22649326491873
624,2022_FL,2022,FL,242541298.274,15414206.264,257955504.538,5.975529109800136,94.02447089019986
625,2022_GA,2022,GA,111276218.681,15208414.035,126484632.71599999,12.023922359918569,87.97607764008143
626,2022_HI,2022,HI,7561480.549,1742711.353,9304191.901999999,18.73038917679022,81.26961082320979
627,2022_IA,2022,IA,25596726.803,47312659.292,72909386.095,64.89241211049591,35.107587889504096
628,2022_ID,2022,ID,4391835.279,11886574.463,16278409.741999999,73.0204894175344,26.979510582465593
629,2022_IL,2022,IL,159757434.339,25440114.392,185197548.73099998,13.736744663371244,86.26325533662876
630,2022_IN,2022,IN,86197941.38,11824226.285,98022167.66499999,12.062808410246966,87.93719158975304
631,2022_KS,2022,KS,32348466.349,29846374.0,62194840.349,47.98850488645058,52.01149511354942
632,2022_KY,2022,KY,64123080.065000005,5023853.46,69146933.525,7.265475421529185,92.73452457847081
633,2022_LA,2022,LA,102034451.966,3188920.552,105223372.518,3.0306199807979812,96.96938001920202
634,2022_MA,2022,MA,17461825.179,3561104.18,21022929.359,16.93914353793648,83.06085646206351
635,2022_MD,2022,MD,33830802.867,3303291.286,37134094.153,8.895575242497555,91.10442475750244
636,2022_ME,2022,ME,4739855.461,8024064.381,12763919.842,62.86520504928755,37.13479495071245
637,2022_MI,2022,MI,103828853.56,12786276.486,116615130.046,10.964509048659746,89.03549095134025
638,2022_MN,2022,MN,39837295.302,19129595.597,58966890.899000004,32.44124847919429,67.5587515208057
639,2022_MO,2022,MO,70021686.98,9339344.117,79361031.097,11.76817386052466,88.23182613947534
640,2022_MS,2022,MS,65980017.801,1801221.729,67781239.53,2.6574045288781987,97.3425954711218
641,2022_MT,2022,MT,13121388.178,13967352.0,27088740.178,51.56146763644447,48.43853236355553
642,2022_NC,2022,NC,115935260.876,18317511.223,134252772.099,13.644046924775896,86.35595307522411
643,2022_ND,2022,ND,26359628.971,18041297.0,44400925.971,40.632704398515216,59.36729560148479
644,2022_NE,2022,NE,26858959.292,13833758.762,40692718.054,33.99566168974593,66.00433831025408
645,2022_NH,2022,NH,16224092.814,2540277.394,18764370.208,13.537770603763605,86.4622293962364
646,2022_NJ,2022,NJ,62978175.247,2060954.736,65039129.983,3.1687919819018098,96.8312080180982
647,2022_NM,2022,NM,24288703.0,16564642.799,40853345.799,40.546600223390925,59.453399776609075
648,2022_NV,2022,NV,27594887.045,14238054.0,41832941.045,34.03550800954688,65.96449199045313
649,2022_NY,2022,NY,89264105.366,35209504.737,124473610.103,28.286722549353776,71.71327745064622
650,2022_OH,2022,OH,130698323.797,5104404.585,135802728.382,3.758690746361002,96.241309253639
651,2022_OK,2022,OK,45009859.592,39625062.703,84634922.295,46.818809102092054,53.18119089790794
652,2022_OR,2022,OR,19091900.424,42163000.419,61254900.842999995,68.83204419360062,31.167955806399377
653,2022_PA,2022,PA,231947620.333,7313509.869,239261130.202,3.0567062283896487,96.94329377161036
655,2022_RI,2022,RI,7017138.828,787261.36,7804400.188,10.087403785501522,89.91259621449848
656,2022_SC,2022,SC,92985713.297,5672375.814,98658089.111,5.74952937474597,94.25047062525404
657,2022_SD,2022,SD,3315989.953,14584472.413,17900462.366,81.47539496354929,18.524605036450712
658,2022_TN,2022,TN,68200215.157,9832575.471,78032790.628,12.600568801741458,87.39943119825854
659,2022_TX,2022,TX,385214008.505,136667125.438,521881133.94299996,26.18740486084075,73.81259513915926
660,2022_UT,2022,UT,33677035.89,5709007.22,39386043.11,14.495000688582751,85.50499931141725
661,2022_VA,2022,VA,81520112.69,7957211.956,89477324.646,8.892992707908059,91.10700729209195
662,2022_VT,2022,VT,9630.8,2173006.304,2182637.104,99.55875395033146,0.4412460496685481
663,2022_WA,2022,WA,28300333.073,88350296.88,116650629.953,75.73923682675134,24.260763173248666
664,2022_WI,2022,WI,55465628.547,5763137.222,61228765.769,9.412466754176947,90.58753324582305
665,2022_WV,2022,WV,53001001.769,3664359.0,56665360.769,6.466664908281439,93.53333509171856
666,2022_WY,2022,WY,35500180.932,10710796.0,46210976.932,23.178034118952006,76.82196588104799
